Product Name,Old Price,New Price
"Dell Precision 7760 Core-i7-11th Gen 16GB RAM 512GB SSD 17.3"" Display",179999,177031
"Dell Precision 7760 Core-i5-11th Gen 16GB RAM 512GB SSD 6GB NVIDIA RTX A3000 Graphics Card 17.3"" Display",189999,187653
"Dell Precision 7750 Xeon W-10855M 64GB RAM 2 TBSSD NVMe NVIDIA RTX Quadro 4000 8GB Card 17.3"" Display",270000,267499
"DELL Precision M4700 Core-i5-3rd Gen 8GB RAM 256GB SSD AMD FirePro M4000 1GB Graphics Card 15.6"" Display",30000,27426
"Dell Precision 7760 Core-i7-11th GEN 64GB RAM 1TB SSD NVIDIA RTX A3000 6GB Card 17.3"" Display",275000,270771
"Dell Precision 7770 Workstation Laptop Core-i5-12th Gen 32GB RAM 512GB SSD Nvidia RTX A1000 4GB Graphics Card GDDR6 17.3"" Display",240000,237476
"Dell XPS 15 9500 Comet Lake Core-i7-10th Gen 16GB RAM DDR4 512GB SSD NVMe Nvidia GeForce GTX 1650ti 4GB dedicated graphics Card 15.6"" Display",180000,177009
"Dell Precision 7770 Workstation Core-i7-12th Gen 16GB RAM 512GB SSD 17.3"" Display",229999,227045
"Dell Vostro 3510 Core-i3-11th Gen 16GB RAM 256GB SSD 15.6"" Display",64999,60448
"Dell XPS (L521X) Core-i7-3rd Gen 8 GB RAM 256 GB SSD 15.6"" Display",30000,26257
"Dell Vostro 3401 Core-i3-10th Gen 8GB RAM 256GB SSD 14"" Display",54999,52565
"Dell Vostro 15 3559 Core-i5-6th Gen 8GB RAM 256GB SSD 15.6"" Display",35000,30239
"Dell XPS 9560 Core-i7-7th Gen 16GB RAM 512GB SSD 4GB Nvidia GeForce GTX 1050 Touchscreen 4K 15.6"" Display",115000,112791
"Dell Vostro 15 3559 Core-i5-6th Gen 8 GB RAM 256 GB SSD 2 GB CARD AMD RAEDON R5M315 15.6"" Display",55000,50723
"Dell XPS-13 9365 2 in 1 Core-i7-7th Gen 8GB RAM 256GB SSD Touchscreen 13.3"" Display",72333,69559
"Dell XPS 9350 Core-i5-6th Gen 8GB RAM 256GB SSD 13.3"" Display",41999,37528
"Dell XPS 15 L501X Core-i7-1st Gen 4GB RAM 320GB HDD 15.6"" Display",24212,20776
"Dell XPS 15 9510 Core-i7-7th Gen 16GB RAM 512GB SSD NVIDIA GeForce GTX 1050 4GB Graphics Card Touch 4K 15.6"" Display",122490,118112
"Fujitsu LIFEBOOK E753 Core-i3-3rd Gen 4GB RAM 320GB HDD 15.6"" Display",15413,11415
HP 15S-FQ5000NIA Core-i3-12th Gen 8 GB RAM 256 GB SSD 15.6 Display,84027,80124
"HP 15 DA1017NY Core-i7-8th Gen 8 GB RAM 256 GB SSD 15.6"" Display",65000,61348
HP 15s DU1520TU Intel Celeron N4020 8GB RAM 256GB SSD 15.6 Display,49999,47691
"HP 15-bs0xx Pentium 4 GB RAM 180 GB SSD 15.6"" Display",25000,20741
"HP EliteBook 1030 G3 x360 Core-i5-8th Gen 8 GB RAM 256 GB SSD Touchscreen 13.3"" Display",77000,74311
HP 16-ag0070wm Pavilion Ryzen 7 8840U 3.3GHz AMD Radeon TM Graphics 8GB RAM 512GB SSD 16 Inch WUXGA Screen Win 11 Home Meteor Silver (1 Year International Warranty),162000,157289
"HP 17T-CN200 Laptop Core-i7-12th Gen 8GB RAM 512GB SSD 17.3"" Display",150000,147598
"HP EliteBook 735 G5 Ryzen 3 8GB RAM 256GB SSD 13"" Display",53727,50176
"HP EliteBook 630 G10 Core-i7-13th Gen 32GB RAM 512GB SSD 13.3"" Display",222498,220440
"HP EliteBook 745 G5 AMD Ryzen 7 2700U Pro 8 GB RAM 500 GB HDD 14"" Display",69010,65589
"HP EliteBook 640 G9 Core-i5-12th Gen 16GB RAM 512GB SSD 14"" Display",144225,140446
"HP EliteBook 1040 G6 X360 Core-i7-8th Gen 16GB RAM 512GB SSD 14"" Touchscreen Display",90000,86815
"HP EliteBook 1030 G4 x360 Core-i5-8th Gen 16GB RAM 256GB SSD Touchscreen 13.3"" Display",84999,80998
"HP EliteBook 745 G5 Ryzen 5 8GB RAM 256GB SSD 14"" Display",60000,57249
"HP EliteBook 820 G4 Core-i5-7th Gen 8 GB RAM 256 GB SSD 12.5"" Display",43762,40311
"HP EliteBook 820 G3 Core-i5-6th Gen 8 GB RAM 256 GB SSD 12.5"" Display",38000,35295
"HP EliteBook 820 G1 Core-i5-4th Gen 4 GB RAM 500 GB HDD 12.5"" Display",25000,21090
"HP EliteBook 755 G3 AMD A8 A8-8600P 8GB RAM 256GB SSD 15.6"" Display",29999,27989
"HP EliteBook 840 G3 Core-i5-6th Gen 8 GB RAM 128 GB SSD 500 HDD 14"" Touchscreen Display",52075,47217
"HP Elitebook 840 G2 Core i7 5th Gen 8GB RAM 256GB SSD 14"" Display",42000,39367
"HP EliteBook 840 G1 Core-i5-4th Gen 8 GB RAM 256 GB SSD 14"" Display",34406,30321
"HP Elitebook 830 G5 Core-i7-8th Gen 8 GB RAM 256 GB SSD 13.3"" Display",75000,70465
"HP EliteBook 830 G6 Core-i5-8th Gen 8GB RAM 256GB SSD 13.3"" Display",62000,59743
"HP EliteBook 840 G5 Core-i7-7th Gen 8GB RAM 256GB SSD 14"" Display",65000,60635
"HP EliteBook 840 G6 Core-i7-8th Gen 8 GB RAM 256 GB SSD 14"" Display",75000,72682
"HP EliteBook 840 G6 Core-i5-8th Gen 8 GB RAM 256 GB SSD 14"" Display",62985,59493
"HP EliteBook 840 G5 Core-i5-7th Gen 8GB RAM 256GB SSD 14"" Display",55000,50314
"HP EliteBook 840 G4 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14"" Touchscreen Display",55000,51943
"HP EliteBook 840 G4 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14"" Display",48000,43609
"HP EliteBook 850 G2 Core-i7-5th Gen 8 GB RAM 256 GB SSD 15.6"" Display",44999,41104
"HP EliteBook 850 G1 Core-i5-4th Gen 8GB RAM 256GB SSD 15.6"" Display",39652,37379
"HP EliteBook 850 G2 Core-i5-5th Gen 8 GB RAM 256 GB SSD 15.6"" Display",42687,39488
"HP EliteBooK 845 G9 RYZEN 5 6650 Processor 16 GB 256 GB 14"" Display",217000,214782
"HP EliteBook 850 G6 Core-i5-8th Gen 8GB RAM 256GB SSD 15.6"" Display",74999,71961
"HP EliteBook 840 G8 Core-i5-11th Gen 16 GB RAM 256 GB SSD 14"" Display",100000,95566
"HP EliteBook 850 G5 Core-i7-8th Gen 8 GB RAM 256 GB SSD 15.6"" Display",98626,96146
"HP EliteBook 850 G4 Core-i5-8th Gen 8GB RAM 256GB SSD 15.6"" Display",72000,69725
"HP EliteBook 850 G3 Core-i7-6th Gen 8 GB RAM 256 GB SSD 1GB AMD Radeon R7 M350 Graphics Card 15.6"" Display",65000,62716
"HP EliteBook Folio 1040 G3 Core-i7-6th Gen 8GB RAM 256GB SSD 14"" Display",56098,53548
"HP EliteBook 8560w Core-i7-2nd Gen 8GB RAM 256GB SSD Nvidia Quadro M1000M 2GB Graphics Card 15.6"" Display",28000,24820
"HP EliteBook Folio 1040 G1 Intel Core i5-4310U 4th Gen 4GB RAM 128GB SSD 14"" Display",30000,26790
"HP EliteBook 8560 Mobile Workstation Core-i7-2nd Gen 8GB RAM 500GB HDD 1GB AMD 7400M 15.6"" Display",24999,20044
"HP Envy 16 H0055cl-Raptor Lake Core-i7 12700H Processor 12th Gen 32GB RAM 1TB SSD A370M Dedicated 4GB Graphics Card Touchscreen 1600p 120Hz 16"" Display (Open Box)",250000,246827
"HP Envy 15m-edxxx X360 Core-i7-11th Gen 12 GB RAM 512 GB SSD 15.6"" Touchscreen Display",190000,187794
"HP Envy 14-0013dx X360 Core-i5-13th Gen 8 GB RAM 512 GB SSD Touchscreen x360 15.6"" Display",179867,175843
"HP Envy X360 15-EY0013DX AMD Ryzen 5-5625U 8 GB RAM 256 GB SSD 15.6"" Display",124935,122365
"Hp EliteBook X360 1030 G7 Core-i7-10th Gen 16GB RAM 512GB SSD 13.3"" Display",130000,126995
"HP NoteBook 250 G4 Intel Core i5-5200U 5th Gen 4GB RAM 500GB HDD 15.6"" Display",28000,25545
"HP NoteBook 17-by3xxx Core-i5-10th Gen 8 GB RAM 256 GB SSD 17.3"" Display",95000,92566
"HP Laptop 15-fd0xxx Core-i7-13th Gen 8GB RAM 512GB SSD 15.6"" Display",149095,144586
"HP NoteBook 250 G7 Core-i3-10th Gen 8 GB RAM 256 GB SSD 15.6"" Display",68000,64586
"HP ENVY x360 15-ey0xxx 2-in-1 AMD Ryzen 5 5625U 8 GB RAM 256 GB SSD X360 Touchscreen 15.6"" Display",128470,123871
"HP Omen 15-en0xxx AMD Ryzen 74800H 8 GB RAM 512 GB SSD Nvidia GeForce GTX 6 GB Card 1660ti 15.6"" Display",150000,146906
"HP NoteBook 255 G7 Ryzen 3 8GB RAM 256GB 15.6"" Display",44999,42434
"HP Notebook 255 G7 AMD A6-9225 8 GB RAM 256 GB SSD 15.6"" Display",58673,56180
"HP Pavilion 15 bs015dx Core-i5-7th Gen 8GB RAM 256GB SSD 15.6"" Display",48000,43798
"HP Pavilion 15 15-au020wm Core-i5-6th Gen 8 GB RAM 256 GB SSD 15.6"" Display",48346,43461
"HP Pavilion 14m-dw0013dx x360 Core-i3-10th Gen 8 GB RAM 256 GB SSD Touchscreen 14"" Display",65000,60653
"HP Pavilion G6 Core-i3-1st Gen 4GB RAM 250GB HDD 15.6"" Display",19386,16579
"HP Pavilion 15CX0118TX Core-i5 8th Gen Gaming Laptop 8GB RAM 256GB SSD 4GB Nvidia GTX1050ti 15.6"" Display",120000,117440
"HP Pavilion 15-dy2172wm Core-i7-11th Gen 16 GB RAM 256 GB SSD 15.6"" Display",130000,126604
"HP ProBook 430 G3 Core-i5-6th Gen 8 GB RAM 256 GB SSD 13.3"" Display",38000,35499
"HP ProBook 11 G2 Celeron 4GB RAM 128GB SSD 11.6"" Display",24771,21962
"HP ProBook 11 G1 Celeron 3205U 4GB RAM 128GB SSD 11.6"" Display",19999,17114
"HP Pavilion X360 15-ER1051CL Core i5-1235U 12th Gen 12GB DDR4 512GB SSD Intel Graphics 15.6"" FHD x360 Touchscreen Windows 11 (1 Year International Warranty)",177000,172001
"HP Pavilion NoteBook 15-f271wm Intel Pentium N3540 Celeron 8 GB RAM 256 GB SSD 15.6"" Display",34581,30013
"HP ProBook 440 G4 Core-i5 7th Gen 8 GB RAM 256 GB SSD 14"" Display",49371,45469
"HP ProBook 430 G5 Core-i5-8th Gen 8 GB RAM 256 GB SSD 13.3"" Display",58000,55327
"HP ProBook 440 G5 Core-i3-8th Gen 8 GB RAM 256 GB SSD 14"" Display",45000,41213
"HP ProBook 430 G7 Core-i3-10th Gen 8 GB RAM 256 GB SSD 13.3"" Display",63491,60741
"HP ProBook 440 G9 Core-i7-12th Gen 16GB RAM 256GB SSD 14"" Display",135000,130135
"HP ProBook 440 G7 Core-i5-10th Gen 8GB RAM 256GB SSD 14"" Display",77000,73744
"HP ProBook 440 G6 Intel Core i5-8265U 8th Gen 8GB RAM 256GB SSD 14"" Display",62731,60719
"HP ProBook 440 G5 Core-i5-8th Gen 8 GB RAM 500 GB HDD 14"" Display",48000,43277
"HP ProBook 450 G5 Core-i7-8th Gen 8 GB RAM 256 GB SSD 15.6"" Display",80000,75719
"HP ProBook 450 G5 Core-i3-7th Gen 8 GB RAM 256 GB SSD 15.6"" Display",39999,35733
"HP ProBook 455 G3 AMD A8-Series 7410 4GB RAM 500 GB HDD 15.6"" Display",32892,27993
"HP ProBook 450 G2 Core-i3-4th Gen 8GB RAM 256GB SSD 15.6"" Display",30000,25000
"HP ProBook 455 G3 AMD A10 8700 8 GB RAM 256 GB SSD 15.6"" Display",35000,31805
"HP ProBook 455 G2 AMD PRO A6 PRO A6-7050B 8GB RAM 256GB SSD 15.6"" Display",29999,26518
"HP ProBook 450 G7 Core-i5-10th Gen 8GB RAM 256GB SSD NVIDIA GeForce MX130 2GB Graphics Card 15.6"" Display",100000,95581
"HP ProBook 450 G7 Core-i5-10th Gen 16GB RAM 256GB SSD 15.6"" Display",85000,82543
"HP ProBook 450 G6 Core-i5-8th Gen 8 GB RAM 256 GB SSD 15.6"" Display",65000,60184
"HP ProBook 640 G7 Core-i7-10th Gen 16GB RAM 256GB SSD 14"" Display",97965,93572
"HP ProBook 640 G5 Core-i5-7th Gen 8GB Ram 256GB SSD 14"" Display",55000,51518
"HP ProBook 640 G2 Core-i7-6th Gen 8 GB RAM 256 GB SSD 14"" Display",45890,42952
"HP ProBook 640 G3 Corei5-7th Gen 8 GB RAM 256 GB SSD 14"" Display",46004,43038
"HP ProBook 650 G4 Core-i5-8th Gen 8 GB RAM 256 GB SSD 15.6"" Display",60000,57293
"HP ProBook 650 G1 (MQ Processor) Core-i7-4th Gen 8GB RAM 500GB HDD 15.6"" Display",34999,31766
"HP VICTUS 15 fd2028wm AMD Ryzen,5,8645HS, 8GB RAM 512GB SSD B&O NVIDIA GeForce RTX 4050 6GB 15.6 FHD IPS Display",219976,216505
"HP ProBook 650 G1 Core-i7-4th Gen 8GB RAM 256GB SSD AMD 8500M 1GB Graphics Card 15.6"" Display",40000,36880
"HP VICTUS 15 FA0033DX Gaming Laptop Core-i5-12th Gen 8GB RAM 512GB SSD NVIDIA GeForce RTX 3050 4GB Graphics Card 15.6"" Display (Box Pack with 1 year International Warranty)",180000,176365
"HP Stream NoteBook 11-r010nr Intel Celeron  N3050 4GB RAM 32GB SSD 11.6"" Display",15249,10464
"HP ProBook 655 G3 AMD A6-8530B APU 8GB RAM 256GB SSD 15.6"" Display",34999,30121
"HP ProBook 655 G1 Core-i5-4th Gen 4 GB RAM 500 GB HDD 15.6"" Display",31861,27373
"HP Zbook 15 G3 Core-i7-6th Gen 16GB RAM 256GB SSD 2GB Nvidia Quadro M1000M Graphics Card 15.6"" Display",70000,66666
"HP ZBook 15 G4 Mobile Workstation Core-i7-7th GEN 16 GB RAM 512 GB SSD NVIDIA Quadro M1200 4GB CARD 15.6"" Display",99084,94472
"HP Zbook 15 G2 Core-i7-4th Gen 8 GB RAM 256 GB SSD 1 GB CARD K610M 15"" Display",48000,43702
"HP Zbook 14 G4 Firefly Core-i7-10th Gen 16 GB RAM 512 GB SSD 14"" Display",152120,149013
"HP Victus Gaming laptop 15 FA1093DX Intel Core i5 13th Gen 8GB RAM 512GB SSD NVIDIA GeForce RTX 3050 6GB Graphics Card 15.6"" FHD IPS LED Display (Box Pack with 1 year International Warranty)",241999,238312
"HP ZBook 15 G5 Core-i7-8th Gen 16GB RAM 512GB SSD Nvidia Quadro P2000 4GB Graphics Card 15.6"" 4K Display",137648,135274
"HP Zbook 17 G2 Core-i5-4th Gen 4 GB RAM 500 GB SSD 2 GB NVIDIA Quadro K1100M 17.3"" Display",52128,48577
"HP ZBOOK 15U G4 Core-i7-7th Gen 16 GB RAM 256 GB SSD 2 GB CARD AMD TM R7 M350 15.6"" Display",75000,71725
"HP Zbook 17 G2 Core-i7-4th Gen 8 GB RAM 256 GB SSD 2 GB Card K1100 17.3"" Display",53000,48403
"HP ZBook Fury 15 G7 Mobile Workstation Core-i9-10th Gen 32GB RAM 1TB SSD 6-GB NVIDIA Quadro RTX3000 GDDR6 GC 15.6"" Display",219999,215089
"HP ZBook FireFly 15 G8 Core-i7-11th Gen 16GB RAM 512GB SSD 15.6"" Display",149406,145798
"HP ZBook Firefly 14 G8 Mobile Workstation Core-i7-11th Gen 16GB RAM 512GB SSD 14"" Display",130000,125952
"HP Zbook Firefly 15 G8 Core-i5-11th Gen 16GB RAM 512GB SSD 15"" Display",125000,120929
"HP Zbook 17 G3 Core-i7-6th Gen 16 GB RAM 256 GB SSD 2GB NVIDIA Quadro M1000M Graphics Card 17.3"" Display",79999,76118
"HP ZBook Studio x360 G5 2-in-1 Core-i7-9th Gen 16GB RAM 512GB SSD Nvidia Quadro P1000 4GB Graphics Card Touchscreen 15.6"" Display",145000,142588
"HP ZBook Studio G7 Mobile Workstation Core-i7-10th Gen 16 GB RAM 512 GB SSD NVIDIA Quadro T1000 4 GB CARD 15.6"" Display",174999,171366
"Lenovo IdeaPad 3 17iil05 Core-i5-10th Gen 20 GB RAM 256 GB SSD 17.3"" Display",95000,91460
"Lenovo IdeaPad 110 Core-i3-6th Gen 8GB RAM 256GB SSD 15.6"" Display",39741,34998
"Lenovo IdeaPad 100 Core-i3-5th Gen 4GB RAM 320GB HDD 15.6"" Display",31802,27303
"Lenovo IdeaPad 1 AMD RYZEN 7 Processor 8 GB RAM 512 GB SSD 15.6"" Display",127749,125400
"Lenovo L380 Yoga X360 Core-i5-8th Gen 8 GB RAM 256 GB SSD Touchscreen 13.3"" Display",67206,64026
"Lenovo IdeaPad U310 Core-i5-3rd Gen 4GB RAM 320GB HDD 13.3"" Display",22778,19356
"Lenovo IdeaPad S400 Intel Core i3-3rd Gen 4GB RAM 320GB HDD 14"" Display",17000,14971
"Lenovo IdeaPad S145 Laptop AMD Ryzen 3 3200U 8GB RAM 256GB SSD 15.6"" Display",42229,37537
"Lenovo IdeaPad Flex 3 Core-i5-6th Gen 8GB RAM 256GB SSD 15"" Display",40000,37788
"Lenovo Legion Pro 5 16 Core-i7-14th Gen 14650HX 16-Core Processor 16GB RAM 1TB SSD 240Hz 500nits DolbyVision G-Sync Display 4-Zone RGB Backlit KB TPM 2.0 (Storm Grey) 8-GB NVIDIA GeForce RTX4060 GDDR6 GC 16"" WQXGA IPS AG Display",463298,458960
"Lenovo ThinkPad E480 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14"" Display",49719,44830
"Lenovo ThinkPad E470 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14"" Display",45000,40162
"Lenovo Legion Pro 5 Gen8 AMD 16"" Ryzen7 7745HX 8C, NVIDIA GeForce RTX 4070 32GB RAM 1TB M2 NVME Gen4 SSD QHD+165Hz, IPS 16"" WUXGA Display (Brand New Without BOX)",455216,452637
"Lenovo ThinkPad E490 Core-i3-8th Gen 8 GB RAM 256 GB SSD 14"" Display",50000,46506
"Lenovo ThinkPad E585 AMD Ryzen 3 8 GB RAM 256 GB SSD AMD VEGA 3 1 GB CARD 15.6"" Display",40000,37280
"Lenovo ThinkPad L13 Core-i5-10th Gen 8GB RAM 256GB SSD 13.3"" Display",60000,55247
"Lenovo ThinkPad E540 Core-i5-4th Gen 8GB RAM 256GB SSD 15.6"" Display",29999,27421
"Lenovo ThinkPad E540 Core-i3-4th Gen 8GB RAM 256GB SSD 15.6"" Display",26999,24140
"Lenovo ThinkPad L450 Core-i7-5th Gen 8GB RAM 256GB SSD AMD R5 M200 2GB Graphics Card 14"" Display",35000,30839
"Lenovo ThinkPad L440 Core-i5-4th Gen 4GB RAM 500GB HDD 14"" Display",30710,26407
"Lenovo ThinkPad L380 Core-i5-8th Gen 8GB RAM 256GB SSD 13.3"" Display",44903,41295
"Lenovo ThinkPad L13 Yoga 2-in-1 Laptop Core-i5-11th Gen 8GB RAM 512GB SSD Touchscreen 13.3"" Display",113237,111111
"Lenovo ThinkPad L480 Core-i3-8th Gen 8 GB RAM 256 GB SSD 14"" Display",45000,41669
"Lenovo ThinkPad L560 Core-i7-6th Gen 8 GB RAM 256 GB SSD 15.6"" Display",50000,47965
"Lenovo ThinkPad L560 Core-i5-6th Gen 8GB RAM 256GB SSD 15.6"" Display",39999,35784
"Lenovo ThinkPad L570 Core-i5-7th Gen 8 GB RAM 256 GB SSD 15.6"" Display",45112,42023
"Lenovo ThinkPad L530 Core-i5-3rd Gen 4GB RAM 320GB HDD 15.6"" Display",22559,18139
"Lenovo ThinkPad L480 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14"" Display",45000,40664
"Lenovo ThinkPad P52s Mobile Workstation Core-i7-8th Gen 16GB RAM 512GB SSD NVIDIA Quadro P500 2GB CARD Touchscreen 15.6"" Display",89999,86944
"Lenovo ThinkPad L570 Core-i7-7th Gen 8 GB RAM 256 GB SSD 15.6"" Display",55000,51179
"Lenovo ThinkPad P16s Core-i5-12 Gen 16 GB RAM 512 GB SSD NVIDIA T550 4GB 16"" WUXGA Display",207000,202582
"Lenovo ThinkPad L590 Core-i5-8th Gen 8GB RAM 256GB SSD 15.6"" Display",67637,63990
"Lenovo ThinkPad P70 Core-i7-6th Gen 16 GB RAM 512 GB SSD NVIDIA QUADRO M600M 2GB GRAPHICS CARD 17.3"" Display",67701,65305
"Lenovo ThinkPad T430 Core-i5-3rd Gen 4GB RAM 320GB HDD 14"" Display",22768,18128
"Lenovo ThinkPad T14 Gen 1 Core-i5-10th Gen 16 GB RAM 256 GB SSD 14"" Display",80000,77171
"Lenovo ThinkPad t460 Core-i5-6th Gen 8 GB RAM 256 GB SSD 14"" Display",35000,30451
Lenovo ThinkPad P71 Mobile Workstation Core-i7-7th Gen 16 GB RAM 512 GB SSD NVIDIA QUADRO P3000 6GB GRAPHICS CARD 17.3 Display,99999,97379
"Lenovo ThinkPad T430s Core-i7-3rd Gen 8 GB RAM 256 GB SSD NVIDIA GeForce GTX 620m 1 GB CARD 14"" Display",32248,28501
"Lenovo ThinkPad T440s Core-i7-4th Gen 8GB RAM 500GB HDD 14"" Display",28000,25900
"Lenovo ThinkPad T440 Core-i7-4th Gen 8 GB RAM 256 GB SSD 14"" Display",39543,35733
"Lenovo ThinkPad T440p Core-i5-4th Gen 8 GB RAM 256 GB SSD 14"" Display",33000,29714
"Lenovo ThinkPad T430u Core-i7-3rd Gen 8 GB RAM 256 GB SSD 14"" Display",27881,24470
"Lenovo ThinkPad T460s Core-i7-6th Gen 8 GB RAM 256 GB SSD NVIDIA GeForce 930M 2GB CARD 14"" Display",48000,43976
"Lenovo ThinkPad t460s Core-i5-6th Gen 8 GB RAM 256 GB SSD 14"" Display",38922,36052
"Lenovo ThinkPad t470s Core-i7-6th Gen 8GB RAM 256GB SSD 14"" Display",45771,41564
"Lenovo ThinkPad t470s Core-i5-7th Gen 8 GB RAM 256 GB SSD 14"" Display",40000,36007
"Lenovo ThinkPad T470 Core-i7-7th Gen 16 GB RAM 256 GB SSD 2GB NVIDIA GeForce 940MX Graphics Card 14"" Display",59999,57069
"Lenovo ThinkPad T470s Core-i5-6th Gen 8 GB RAM 256 GB SSD 14"" Display",46240,41471
"Lenovo ThinkPad T470 Core-i5-7th Gen 8 GB RAM 256 GB SSD 14"" Display",42316,40083
"Lenovo ThinkPad T470 Core-i5-6th Gen 8 GB RAM 256 GB SSD 14"" Display",38000,35394
"Lenovo ThinkPad t470s Core-i7-7th Gen 8 GB RAM 256 GB SSD 14"" Display",49024,46400
"Lenovo ThinkPad T540p Core-i7-4th Gen 8 GB RAM 256 GB SSD 15.6"" Display",35000,30855
"Lenovo ThinkPad T530 Core-i5-3rd Gen 4GB RAM 256GB SSD NVIDIA NVS 5400M 1GB Graphics Card 15.6"" Display",24999,21073
"Lenovo ThinkPad T490s Core-i7-8th Gen 8GB RAM 256GB SSD 14"" Display",65000,60415
"Lenovo ThinkPad T580 Core-i5-8th Gen 8GB RAM 256GB SSD 15"" Display",58547,56311
"Lenovo ThinkPad T590 Core-i7-8th Gen 8GB RAM 256GB SSD 15.6"" Display",72260,68134
"Lenovo ThinkPad T560 Core-i7-6th Gen 8GB RAM 256GB SSD 15.6"" Display",45543,43309
"Lenovo ThinkPad T550 Core-i7-5th Gen 8GB RAM 256GB SSD 15.6"" Display",39999,37874
"Lenovo ThinkPad W510 Intel Core-i7-1st Gen 8GB RAM 500GB HDD Nvidia Quadro 880M 1GB Graphics Card 15.6"" Display",19999,16752
"Lenovo ThinkPad X1 Carbon Core-i7-5th Gen 8GB RAM 256GB SSD 14"" Display",35000,31664
"Lenovo ThinkPad X1 Carbon Core-i5-4th Gen 8GB RAM 128GB SSD 14"" Display",32712,28597
"Lenovo ThinkPad X1 Carbon Core-i7-4th Gen 8GB RAM 256GB SSD 14"" Display",38000,33407
"Lenovo ThinkPad X1 Carbon (Gen11) Core-i7-13th Gen 32 GB RAM 512 GB SSD 14"" Display IRIS XE Graphic",555739,551325
"Lenovo ThinkPad X1 Carbon (Gen10) Core-i5-12th Gen 8 GB RAM 256 GB SSD 14"" WUXGA Display",262000,259670
"Lenovo ThinkPad X1 Carbon (Gen10) Core-i5-12th Gen 16 GB RAM 512 GB SSD 14"" Display IRIS XE Graphic",325686,321996
"Lenovo Yoga 2 Pro x360 Core-i5-4th Gen 8 GB RAM 256 GB SSD Touchscreen x360 13.3"" Display",33531,31019
"Lenovo ThinkPad Yoga X380 Core-i5-8th Gen 8GB RAM 256GB SSD Touchscreen 13.3"" Display",67075,62348
"Lenovo ThinkPad Yoga 12 Core-i5-5th Gen 8 GB RAM 256 GB SSD 12.5"" Display",35000,31546
"Lenovo ThinkPad Yoga 460 x360 Core-i5-6th Gen 8 GB RAM 256 GB SSD Touchscreen 14"" Display",39573,35891
"MSI Delta 15 A5EFK-097 Ryzen 7 16 GB RAM 512 GB SSD 6700m 10 GB Graphics Card 15.6"" Display",195000,192627
